term,coef,se,p,event_time,arm,n_authors,n_obs,split,subgroup,outcome,table,vs_subgroup,diff_in_diff,z
k+5:AUTHOR_MISCONDUCT,-0.06352657004830838,0.08832447575528646,0.47199254060972917,5,AUTHOR_MISCONDUCT,170.0,1700.0,subject_group,SOC,active,subgroup_contrast,,,
k+6:AUTHOR_MISCONDUCT,0.013285024154590763,0.0960122685850997,0.8899495977448424,6,AUTHOR_MISCONDUCT,170.0,1700.0,subject_group,SOC,active,subgroup_contrast,,,
k-3:HONEST_ERROR,0.04767353165522546,0.08611007993303911,0.5798288462893089,-3,HONEST_ERROR,170.0,1700.0,subject_group,SOC,active,subgroup_contrast,,,
k+0:HONEST_ERROR,0.22234935163997233,0.13277533345725614,0.09400715254453251,0,HONEST_ERROR,170.0,1700.0,subject_group,SOC,active,subgroup_contrast,,,
k+1:HONEST_ERROR,0.056064073226546746,0.11441150138298307,0.6241188228950889,1,HONEST_ERROR,170.0,1700.0,subject_group,SOC,active,subgroup_contrast,,,
k+2:HONEST_ERROR,-0.014111365369945894,0.09301487973095945,0.8794150084728511,2,HONEST_ERROR,170.0,1700.0,subject_group,SOC,active,subgroup_contrast,,,
k+3:HONEST_ERROR,0.029366895499619503,0.08251244175878038,0.7219089436641442,3,HONEST_ERROR,170.0,1700.0,subject_group,SOC,active,subgroup_contrast,,,
k+4:HONEST_ERROR,0.1346300533943573,0.12393445051037214,0.27734607361137087,4,HONEST_ERROR,170.0,1700.0,subject_group,SOC,active,subgroup_contrast,,,
k+5:HONEST_ERROR,-0.04919908466819117,0.0922440784127041,0.5937860292163211,5,HONEST_ERROR,170.0,1700.0,subject_group,SOC,active,subgroup_contrast,,,
k+6:HONEST_ERROR,0.029366895499620224,0.09841040211826543,0.7653883391381813,6,HONEST_ERROR,170.0,1700.0,subject_group,SOC,active,subgroup_contrast,,,
k-3:AUTHOR_MISCONDUCT,0.8770531400965988,0.6872524323837707,0.20189429793572433,-3,AUTHOR_MISCONDUCT,170.0,1700.0,subject_group,SOC,publications,subgroup_contrast,,,
k+0:AUTHOR_MISCONDUCT,-0.48526570048310813,0.9781295763994552,0.6198125946763697,0,AUTHOR_MISCONDUCT,170.0,1700.0,subject_group,SOC,publications,subgroup_contrast,,,
k+1:AUTHOR_MISCONDUCT,-3.3954106280193557,2.465923013810726,0.1685329815550498,1,AUTHOR_MISCONDUCT,170.0,1700.0,subject_group,SOC,publications,subgroup_contrast,,,
k+2:AUTHOR_MISCONDUCT,-0.971739130434804,2.42382778215545,0.6884856781137989,2,AUTHOR_MISCONDUCT,170.0,1700.0,subject_group,SOC,publications,subgroup_contrast,,,
k+3:AUTHOR_MISCONDUCT,0.19637681159418596,1.8874664574606532,0.9171355866745126,3,AUTHOR_MISCONDUCT,170.0,1700.0,subject_group,SOC,publications,subgroup_contrast,,,
k+4:AUTHOR_MISCONDUCT,-0.08429951690823767,2.1613022816631426,0.968887168990989,4,AUTHOR_MISCONDUCT,170.0,1700.0,subject_group,SOC,publications,subgroup_contrast,,,
k+5:AUTHOR_MISCONDUCT,0.32004830917874216,1.7091515071237198,0.8514601789973664,5,AUTHOR_MISCONDUCT,170.0,1700.0,subject_group,SOC,publications,subgroup_contrast,,,
k+6:AUTHOR_MISCONDUCT,2.4601449275362395,1.007556388055231,0.014618509909260613,6,AUTHOR_MISCONDUCT,170.0,1700.0,subject_group,SOC,publications,subgroup_contrast,,,
k-3:HONEST_ERROR,-0.7437070938215282,0.8148994171984546,0.36143365939387007,-3,HONEST_ERROR,170.0,1700.0,subject_group,SOC,publications,subgroup_contrast,,,
k+0:HONEST_ERROR,-0.4393592677345708,1.0889272483319226,0.6865958868278115,0,HONEST_ERROR,170.0,1700.0,subject_group,SOC,publications,subgroup_contrast,,,
k+1:HONEST_ERROR,-2.4126620900076565,2.680809965613103,0.3681335270742978,1,HONEST_ERROR,170.0,1700.0,subject_group,SOC,publications,subgroup_contrast,,,
k+2:HONEST_ERROR,0.6361556064073015,2.9378173874553646,0.828566682229122,2,HONEST_ERROR,170.0,1700.0,subject_group,SOC,publications,subgroup_contrast,,,
k+3:HONEST_ERROR,1.7551487414187499,2.1646357087871366,0.41746405473234827,3,HONEST_ERROR,170.0,1700.0,subject_group,SOC,publications,subgroup_contrast,,,
k+4:HONEST_ERROR,-0.8337147215866005,2.213928820876701,0.7064879667802815,4,HONEST_ERROR,170.0,1700.0,subject_group,SOC,publications,subgroup_contrast,,,
k+5:HONEST_ERROR,0.575896262395121,1.82533786715217,0.7523811505233053,5,HONEST_ERROR,170.0,1700.0,subject_group,SOC,publications,subgroup_contrast,,,
k+6:HONEST_ERROR,2.061022120518701,1.330647326980111,0.12140892734934239,6,HONEST_ERROR,170.0,1700.0,subject_group,SOC,publications,subgroup_contrast,,,
k-3:AUTHOR_MISCONDUCT,0.035026394635467986,0.016435867419928762,0.03308131777825274,-3,AUTHOR_MISCONDUCT,3660.0,36600.0,lag_band,fast (<1y),active,subgroup_contrast,,,
k+0:AUTHOR_MISCONDUCT,0.03758175578767331,0.01811590331111817,0.03803128882557516,0,AUTHOR_MISCONDUCT,3660.0,36600.0,lag_band,fast (<1y),active,subgroup_contrast,,,
k+1:AUTHOR_MISCONDUCT,-0.032560392277598216,0.021022185223104253,0.12141571607017698,1,AUTHOR_MISCONDUCT,3660.0,36600.0,lag_band,fast (<1y),active,subgroup_contrast,,,
k+2:AUTHOR_MISCONDUCT,0.014668358726749363,0.023542224188070133,0.533241171744183,2,AUTHOR_MISCONDUCT,3660.0,36600.0,lag_band,fast (<1y),active,subgroup_contrast,,,
k+3:AUTHOR_MISCONDUCT,0.011662449031695648,0.02698296729003563,0.665585001462834,3,AUTHOR_MISCONDUCT,3660.0,36600.0,lag_band,fast (<1y),active,subgroup_contrast,,,
k+4:AUTHOR_MISCONDUCT,-0.01037538202761916,0.022643954405885954,0.6468112306509255,4,AUTHOR_MISCONDUCT,3660.0,36600.0,lag_band,fast (<1y),active,subgroup_contrast,,,
k+5:AUTHOR_MISCONDUCT,0.007450571070277554,0.0341848166661791,0.8274682906648065,5,AUTHOR_MISCONDUCT,3660.0,36600.0,lag_band,fast (<1y),active,subgroup_contrast,,,
k+6:AUTHOR_MISCONDUCT,0.014824548888270846,0.02912804326404153,0.6107913320722325,6,AUTHOR_MISCONDUCT,3660.0,36600.0,lag_band,fast (<1y),active,subgroup_contrast,,,
k-3:HONEST_ERROR,0.030206238316454144,0.01644259043709107,0.06619912505576764,-3,HONEST_ERROR,3660.0,36600.0,lag_band,fast (<1y),active,subgroup_contrast,,,
k+0:HONEST_ERROR,0.0024362566048458136,0.01799937353731265,0.8923333361577166,0,HONEST_ERROR,3660.0,36600.0,lag_band,fast (<1y),active,subgroup_contrast,,,
k+1:HONEST_ERROR,-0.030276149610168786,0.020704088116813464,0.14365158940225542,1,HONEST_ERROR,3660.0,36600.0,lag_band,fast (<1y),active,subgroup_contrast,,,
k+2:HONEST_ERROR,-0.003020877133434772,0.023370955313941812,0.8971537003695262,2,HONEST_ERROR,3660.0,36600.0,lag_band,fast (<1y),active,subgroup_contrast,,,
k+3:HONEST_ERROR,0.013284665616308002,0.026832243673306794,0.6205289610422917,3,HONEST_ERROR,3660.0,36600.0,lag_band,fast (<1y),active,subgroup_contrast,,,
k+4:HONEST_ERROR,-0.0015557795869159579,0.022628165200849187,0.9451853385084155,4,HONEST_ERROR,3660.0,36600.0,lag_band,fast (<1y),active,subgroup_contrast,,,
k+5:HONEST_ERROR,0.024565714083072503,0.03431558734687026,0.47406776288841446,5,HONEST_ERROR,3660.0,36600.0,lag_band,fast (<1y),active,subgroup_contrast,,,
k+6:HONEST_ERROR,0.026926486754848773,0.030086330085637967,0.3708009233204743,6,HONEST_ERROR,3660.0,36600.0,lag_band,fast (<1y),active,subgroup_contrast,,,
k-3:AUTHOR_MISCONDUCT,0.42847654519380307,0.2909646649147559,0.1408570891711216,-3,AUTHOR_MISCONDUCT,3660.0,36600.0,lag_band,fast (<1y),publications,subgroup_contrast,,,
k+0:AUTHOR_MISCONDUCT,-0.7800681079213635,0.5347950766022,0.1446669897906605,0,AUTHOR_MISCONDUCT,3660.0,36600.0,lag_band,fast (<1y),publications,subgroup_contrast,,,
k+1:AUTHOR_MISCONDUCT,-1.1617337858842873,0.44344903667897334,0.008798949409100754,1,AUTHOR_MISCONDUCT,3660.0,36600.0,lag_band,fast (<1y),publications,subgroup_contrast,,,
k+2:AUTHOR_MISCONDUCT,-0.6296802607174006,0.41455826982632765,0.12878299026373474,2,AUTHOR_MISCONDUCT,3660.0,36600.0,lag_band,fast (<1y),publications,subgroup_contrast,,,
k+3:AUTHOR_MISCONDUCT,-0.6934569087864189,0.606665403312076,0.2530123440130079,3,AUTHOR_MISCONDUCT,3660.0,36600.0,lag_band,fast (<1y),publications,subgroup_contrast,,,
k+4:AUTHOR_MISCONDUCT,-0.3477622755704761,0.7740467146763134,0.6532310182367063,4,AUTHOR_MISCONDUCT,3660.0,36600.0,lag_band,fast (<1y),publications,subgroup_contrast,,,
k+5:AUTHOR_MISCONDUCT,-0.06472467729457934,0.6902414654396801,0.925291017197269,5,AUTHOR_MISCONDUCT,3660.0,36600.0,lag_band,fast (<1y),publications,subgroup_contrast,,,
k+6:AUTHOR_MISCONDUCT,-0.12438406259618356,0.6771796867371527,0.8542648498197103,6,AUTHOR_MISCONDUCT,3660.0,36600.0,lag_band,fast (<1y),publications,subgroup_contrast,,,
k-3:HONEST_ERROR,0.5077925762311971,0.30560311590977524,0.09659140219705886,-3,HONEST_ERROR,3660.0,36600.0,lag_band,fast (<1y),publications,subgroup_contrast,,,
k+0:HONEST_ERROR,-1.0243580066162108,0.5282971196511146,0.05250366806687223,0,HONEST_ERROR,3660.0,36600.0,lag_band,fast (<1y),publications,subgroup_contrast,,,
k+1:HONEST_ERROR,-1.4294199895639408,0.4700420389903135,0.002357569315172281,1,HONEST_ERROR,3660.0,36600.0,lag_band,fast (<1y),publications,subgroup_contrast,,,
k+2:HONEST_ERROR,-0.3681726302350884,0.4371373202841912,0.3996560687634996,2,HONEST_ERROR,3660.0,36600.0,lag_band,fast (<1y),publications,subgroup_contrast,,,
k+3:HONEST_ERROR,-0.10879463810770368,0.6652514263773824,0.8700939682055793,3,HONEST_ERROR,3660.0,36600.0,lag_band,fast (<1y),publications,subgroup_contrast,,,
k+4:HONEST_ERROR,-0.8060382080417945,0.7524081898182614,0.28404452810825354,4,HONEST_ERROR,3660.0,36600.0,lag_band,fast (<1y),publications,subgroup_contrast,,,
k+5:HONEST_ERROR,0.25743010137140493,0.736552312092952,0.7267088057809441,5,HONEST_ERROR,3660.0,36600.0,lag_band,fast (<1y),publications,subgroup_contrast,,,
k+6:HONEST_ERROR,0.3748040710663787,0.7300018435752984,0.6076513076992713,6,HONEST_ERROR,3660.0,36600.0,lag_band,fast (<1y),publications,subgroup_contrast,,,
k-3:AUTHOR_MISCONDUCT,0.008656504347555813,0.014887396816547013,0.5609269123519991,-3,AUTHOR_MISCONDUCT,7057.0,70570.0,lag_band,medium (1-3y),active,subgroup_contrast,,,
k+0:AUTHOR_MISCONDUCT,0.0058933066809639285,0.013922048596959816,0.6720709704292447,0,AUTHOR_MISCONDUCT,7057.0,70570.0,lag_band,medium (1-3y),active,subgroup_contrast,,,
k+1:AUTHOR_MISCONDUCT,-0.01619484470802847,0.016705047365938364,0.33231663937941414,1,AUTHOR_MISCONDUCT,7057.0,70570.0,lag_band,medium (1-3y),active,subgroup_contrast,,,
k+2:AUTHOR_MISCONDUCT,-0.02332766308580754,0.017538295847136065,0.18348578050101239,2,AUTHOR_MISCONDUCT,7057.0,70570.0,lag_band,medium (1-3y),active,subgroup_contrast,,,
k+3:AUTHOR_MISCONDUCT,-0.04482937408851481,0.015306795969181644,0.003403569679472529,3,AUTHOR_MISCONDUCT,7057.0,70570.0,lag_band,medium (1-3y),active,subgroup_contrast,,,
k+4:AUTHOR_MISCONDUCT,-0.040604488100204554,0.016239529500938595,0.012407108239191,4,AUTHOR_MISCONDUCT,7057.0,70570.0,lag_band,medium (1-3y),active,subgroup_contrast,,,
k+5:AUTHOR_MISCONDUCT,-0.04968615069620724,0.012438553703611792,6.482326856538378e-05,5,AUTHOR_MISCONDUCT,7057.0,70570.0,lag_band,medium (1-3y),active,subgroup_contrast,,,
k+6:AUTHOR_MISCONDUCT,-0.03738215482644172,0.01599672336417836,0.019446296162964005,6,AUTHOR_MISCONDUCT,7057.0,70570.0,lag_band,medium (1-3y),active,subgroup_contrast,,,
k-3:HONEST_ERROR,0.023595038536726225,0.015479716505852998,0.12744497109938924,-3,HONEST_ERROR,7057.0,70570.0,lag_band,medium (1-3y),active,subgroup_contrast,,,
k+0:HONEST_ERROR,0.01511824242988455,0.014888850136452136,0.3099118647104837,0,HONEST_ERROR,7057.0,70570.0,lag_band,medium (1-3y),active,subgroup_contrast,,,
k+1:HONEST_ERROR,0.013038446846278029,0.016534658718465607,0.43037358916032376,1,HONEST_ERROR,7057.0,70570.0,lag_band,medium (1-3y),active,subgroup_contrast,,,
k+2:HONEST_ERROR,0.011186244266035324,0.01806100129841388,0.5356798640907912,2,HONEST_ERROR,7057.0,70570.0,lag_band,medium (1-3y),active,subgroup_contrast,,,
k+3:HONEST_ERROR,-0.012491774230310292,0.0155539869008703,0.42190328808128164,3,HONEST_ERROR,7057.0,70570.0,lag_band,medium (1-3y),active,subgroup_contrast,,,
k+4:HONEST_ERROR,-0.029107026492598245,0.017319791366654163,0.0928475364021113,4,HONEST_ERROR,7057.0,70570.0,lag_band,medium (1-3y),active,subgroup_contrast,,,
k+5:HONEST_ERROR,-0.021185891159827712,0.013590883894420551,0.11903638444316167,5,HONEST_ERROR,7057.0,70570.0,lag_band,medium (1-3y),active,subgroup_contrast,,,
k+6:HONEST_ERROR,-0.023823594557030203,0.01667578510729139,0.15310943971661306,6,HONEST_ERROR,7057.0,70570.0,lag_band,medium (1-3y),active,subgroup_contrast,,,
k-3:AUTHOR_MISCONDUCT,-0.12297785073350653,0.23482854149848198,0.6004927150672612,-3,AUTHOR_MISCONDUCT,7057.0,70570.0,lag_band,medium (1-3y),publications,subgroup_contrast,,,
k+0:AUTHOR_MISCONDUCT,-0.1377851395388353,0.19738772413181832,0.4851502383595503,0,AUTHOR_MISCONDUCT,7057.0,70570.0,lag_band,medium (1-3y),publications,subgroup_contrast,,,
k+1:AUTHOR_MISCONDUCT,0.16725123167925143,0.2274351579908898,0.4621081919405614,1,AUTHOR_MISCONDUCT,7057.0,70570.0,lag_band,medium (1-3y),publications,subgroup_contrast,,,
k+2:AUTHOR_MISCONDUCT,0.03715986788543685,0.27764556526931033,0.8935297074285464,2,AUTHOR_MISCONDUCT,7057.0,70570.0,lag_band,medium (1-3y),publications,subgroup_contrast,,,
k+3:AUTHOR_MISCONDUCT,-0.10310418473092553,0.3107447456763243,0.7400425245859217,3,AUTHOR_MISCONDUCT,7057.0,70570.0,lag_band,medium (1-3y),publications,subgroup_contrast,,,
k+4:AUTHOR_MISCONDUCT,0.193334149672477,0.3788075086898859,0.6097882735201778,4,AUTHOR_MISCONDUCT,7057.0,70570.0,lag_band,medium (1-3y),publications,subgroup_contrast,,,
k+5:AUTHOR_MISCONDUCT,0.4071545506494362,0.5378986045931964,0.4490885041762174,5,AUTHOR_MISCONDUCT,7057.0,70570.0,lag_band,medium (1-3y),publications,subgroup_contrast,,,
k+6:AUTHOR_MISCONDUCT,0.6018311369397951,0.9478600985422085,0.5254697180474537,6,AUTHOR_MISCONDUCT,7057.0,70570.0,lag_band,medium (1-3y),publications,subgroup_contrast,,,
k-3:HONEST_ERROR,0.3479882576134404,0.2569388733563291,0.17562090083686455,-3,HONEST_ERROR,7057.0,70570.0,lag_band,medium (1-3y),publications,subgroup_contrast,,,
k+0:HONEST_ERROR,0.336663820416604,0.26232406009522796,0.1993558160519755,0,HONEST_ERROR,7057.0,70570.0,lag_band,medium (1-3y),publications,subgroup_contrast,,,
k+1:HONEST_ERROR,0.6460452104352519,0.28397271750608033,0.02290439239765263,1,HONEST_ERROR,7057.0,70570.0,lag_band,medium (1-3y),publications,subgroup_contrast,,,
k+2:HONEST_ERROR,0.5293281993830283,0.3281091559286086,0.10668616479271864,2,HONEST_ERROR,7057.0,70570.0,lag_band,medium (1-3y),publications,subgroup_contrast,,,
k+3:HONEST_ERROR,0.10399571778468092,0.3299771665394023,0.7526399122118606,3,HONEST_ERROR,7057.0,70570.0,lag_band,medium (1-3y),publications,subgroup_contrast,,,
k+4:HONEST_ERROR,1.1175938379756183,0.9515895494070203,0.2402150418726796,4,HONEST_ERROR,7057.0,70570.0,lag_band,medium (1-3y),publications,subgroup_contrast,,,
k+5:HONEST_ERROR,0.4218468417859569,0.6281454184332715,0.5018542146428975,5,HONEST_ERROR,7057.0,70570.0,lag_band,medium (1-3y),publications,subgroup_contrast,,,
k+6:HONEST_ERROR,0.27833613143255914,0.9611791360245563,0.7721392591845113,6,HONEST_ERROR,7057.0,70570.0,lag_band,medium (1-3y),publications,subgroup_contrast,,,
k-3:AUTHOR_MISCONDUCT,-0.03806902462680916,0.020902312138181507,0.06856385746574234,-3,AUTHOR_MISCONDUCT,6577.0,65770.0,lag_band,slow (3y+),active,subgroup_contrast,,,
k+0:AUTHOR_MISCONDUCT,0.08689202855720146,0.025814553849415542,0.000762641346956805,0,AUTHOR_MISCONDUCT,6577.0,65770.0,lag_band,slow (3y+),active,subgroup_contrast,,,
k+1:AUTHOR_MISCONDUCT,-0.007929796013573982,0.014219164855236789,0.577060411929528,1,AUTHOR_MISCONDUCT,6577.0,65770.0,lag_band,slow (3y+),active,subgroup_contrast,,,
k+2:AUTHOR_MISCONDUCT,-0.012876688601102193,0.014925545045936977,0.3882869242110156,2,AUTHOR_MISCONDUCT,6577.0,65770.0,lag_band,slow (3y+),active,subgroup_contrast,,,
k+3:AUTHOR_MISCONDUCT,-0.03112984928833203,0.018392281449919227,0.09054122437779588,3,AUTHOR_MISCONDUCT,6577.0,65770.0,lag_band,slow (3y+),active,subgroup_contrast,,,
k+4:AUTHOR_MISCONDUCT,-0.003596046212405505,0.021470216480083893,0.8669845279075383,4,AUTHOR_MISCONDUCT,6577.0,65770.0,lag_band,slow (3y+),active,subgroup_contrast,,,
k+5:AUTHOR_MISCONDUCT,-0.032264353217172144,0.02124452601606517,0.1288345706340781,5,AUTHOR_MISCONDUCT,6577.0,65770.0,lag_band,slow (3y+),active,subgroup_contrast,,,
k+6:AUTHOR_MISCONDUCT,-0.025646758676041798,0.02133705753422127,0.22937050959061933,6,AUTHOR_MISCONDUCT,6577.0,65770.0,lag_band,slow (3y+),active,subgroup_contrast,,,
k-3:HONEST_ERROR,-0.013843158889736123,0.025165011336448436,0.5822538894793181,-3,HONEST_ERROR,6577.0,65770.0,lag_band,slow (3y+),active,subgroup_contrast,,,
k+0:HONEST_ERROR,0.10456835370831674,0.026222887304385514,6.672396637652511e-05,0,HONEST_ERROR,6577.0,65770.0,lag_band,slow (3y+),active,subgroup_contrast,,,
k+1:HONEST_ERROR,0.01063141952554553,0.017387812814287747,0.5409153604457442,1,HONEST_ERROR,6577.0,65770.0,lag_band,slow (3y+),active,subgroup_contrast,,,
k+2:HONEST_ERROR,-0.00552215362234592,0.017877545121928157,0.757406960896728,2,HONEST_ERROR,6577.0,65770.0,lag_band,slow (3y+),active,subgroup_contrast,,,
k+3:HONEST_ERROR,-0.031710362486135936,0.02110503179297512,0.13296738945110986,3,HONEST_ERROR,6577.0,65770.0,lag_band,slow (3y+),active,subgroup_contrast,,,
k+4:HONEST_ERROR,-0.022613948225640324,0.02363882497198338,0.3387467982725241,4,HONEST_ERROR,6577.0,65770.0,lag_band,slow (3y+),active,subgroup_contrast,,,
k+5:HONEST_ERROR,-0.0269489764484166,0.023189433831223336,0.24518547042744698,5,HONEST_ERROR,6577.0,65770.0,lag_band,slow (3y+),active,subgroup_contrast,,,
k+6:HONEST_ERROR,-0.03380701218048276,0.024235271780790112,0.1630306713164038,6,HONEST_ERROR,6577.0,65770.0,lag_band,slow (3y+),active,subgroup_contrast,,,
k-3:AUTHOR_MISCONDUCT,0.11114481038641655,0.40329704728897053,0.7828626538189583,-3,AUTHOR_MISCONDUCT,6577.0,65770.0,lag_band,slow (3y+),publications,subgroup_contrast,,,
k+0:AUTHOR_MISCONDUCT,0.36675289310582915,0.17751886798484354,0.03882905838302064,0,AUTHOR_MISCONDUCT,6577.0,65770.0,lag_band,slow (3y+),publications,subgroup_contrast,,,
k+1:AUTHOR_MISCONDUCT,-0.02211627078062456,0.3746925384510032,0.9529321028104119,1,AUTHOR_MISCONDUCT,6577.0,65770.0,lag_band,slow (3y+),publications,subgroup_contrast,,,
k+2:AUTHOR_MISCONDUCT,-0.49799926367652403,0.41382742064090705,0.22882217946587757,2,AUTHOR_MISCONDUCT,6577.0,65770.0,lag_band,slow (3y+),publications,subgroup_contrast,,,
k+3:AUTHOR_MISCONDUCT,-0.759942350086177,0.7565053532183441,0.31511683290688364,3,AUTHOR_MISCONDUCT,6577.0,65770.0,lag_band,slow (3y+),publications,subgroup_contrast,,,
k+4:AUTHOR_MISCONDUCT,-0.38620404577618717,0.6246129932550863,0.5363714482300146,4,AUTHOR_MISCONDUCT,6577.0,65770.0,lag_band,slow (3y+),publications,subgroup_contrast,,,
k+5:AUTHOR_MISCONDUCT,-0.286488120315301,0.9133055795155952,0.7537620745619589,5,AUTHOR_MISCONDUCT,6577.0,65770.0,lag_band,slow (3y+),publications,subgroup_contrast,,,
k+6:AUTHOR_MISCONDUCT,-1.1836723215889897,1.4502161455778586,0.41438342895226477,6,AUTHOR_MISCONDUCT,6577.0,65770.0,lag_band,slow (3y+),publications,subgroup_contrast,,,
k-3:HONEST_ERROR,0.2675553415958253,0.46982236756978324,0.5690291404025336,-3,HONEST_ERROR,6577.0,65770.0,lag_band,slow (3y+),publications,subgroup_contrast,,,
k+0:HONEST_ERROR,0.43089489459946845,0.22596824155992334,0.05653579953555621,0,HONEST_ERROR,6577.0,65770.0,lag_band,slow (3y+),publications,subgroup_contrast,,,
k+1:HONEST_ERROR,0.1791692581960362,0.4332271616042887,0.6791898914217791,1,HONEST_ERROR,6577.0,65770.0,lag_band,slow (3y+),publications,subgroup_contrast,,,
k+2:HONEST_ERROR,-0.06699030035964693,0.4450002423764879,0.8803386589039577,2,HONEST_ERROR,6577.0,65770.0,lag_band,slow (3y+),publications,subgroup_contrast,,,
k+3:HONEST_ERROR,-0.47436582203303185,0.776984120043862,0.5415161400477735,3,HONEST_ERROR,6577.0,65770.0,lag_band,slow (3y+),publications,subgroup_contrast,,,
k+4:HONEST_ERROR,-0.3287013773464942,0.8224236785782846,0.689396630200726,4,HONEST_ERROR,6577.0,65770.0,lag_band,slow (3y+),publications,subgroup_contrast,,,
k+5:HONEST_ERROR,-0.11184923331720659,0.9619245064748254,0.9074333943559918,5,HONEST_ERROR,6577.0,65770.0,lag_band,slow (3y+),publications,subgroup_contrast,,,
k+6:HONEST_ERROR,-0.9652465671752762,1.4957292708436527,0.5187100647928917,6,HONEST_ERROR,6577.0,65770.0,lag_band,slow (3y+),publications,subgroup_contrast,,,
,,0.0644,0.9475,-3,AUTHOR_MISCONDUCT,,,career_band,mid (5-10y),active,heterogeneity_test,early (<5y),-0.0042,-0.066
,,0.0578,0.8726,-3,AUTHOR_MISCONDUCT,,,career_band,senior (10-20y),active,heterogeneity_test,early (<5y),-0.0093,-0.16
,,0.0575,0.8549,-3,AUTHOR_MISCONDUCT,,,career_band,veteran (20y+),active,heterogeneity_test,early (<5y),-0.0105,-0.183
,,0.0633,0.7645,0,AUTHOR_MISCONDUCT,,,career_band,mid (5-10y),active,heterogeneity_test,early (<5y),0.019,0.3
,,0.0618,0.7044,0,AUTHOR_MISCONDUCT,,,career_band,senior (10-20y),active,heterogeneity_test,early (<5y),0.0235,0.379
,,0.0578,0.7523,0,AUTHOR_MISCONDUCT,,,career_band,veteran (20y+),active,heterogeneity_test,early (<5y),-0.0183,-0.316
,,0.0642,0.259,1,AUTHOR_MISCONDUCT,,,career_band,mid (5-10y),active,heterogeneity_test,early (<5y),0.0725,1.129
,,0.0607,0.0412,1,AUTHOR_MISCONDUCT,,,career_band,senior (10-20y),active,heterogeneity_test,early (<5y),0.124,2.042
,,0.0582,0.0615,1,AUTHOR_MISCONDUCT,,,career_band,veteran (20y+),active,heterogeneity_test,early (<5y),0.1088,1.87
,,0.0602,0.4298,2,AUTHOR_MISCONDUCT,,,career_band,mid (5-10y),active,heterogeneity_test,early (<5y),0.0475,0.79
,,0.0528,0.1647,2,AUTHOR_MISCONDUCT,,,career_band,senior (10-20y),active,heterogeneity_test,early (<5y),0.0734,1.389
,,0.0525,0.0944,2,AUTHOR_MISCONDUCT,,,career_band,veteran (20y+),active,heterogeneity_test,early (<5y),0.0879,1.673
,,0.0786,0.9272,3,AUTHOR_MISCONDUCT,,,career_band,mid (5-10y),active,heterogeneity_test,early (<5y),0.0072,0.091
,,0.0732,0.5333,3,AUTHOR_MISCONDUCT,,,career_band,senior (10-20y),active,heterogeneity_test,early (<5y),0.0456,0.623
,,0.073,0.4278,3,AUTHOR_MISCONDUCT,,,career_band,veteran (20y+),active,heterogeneity_test,early (<5y),0.0579,0.793
,,0.07,0.4958,4,AUTHOR_MISCONDUCT,,,career_band,mid (5-10y),active,heterogeneity_test,early (<5y),-0.0477,-0.681
,,0.0647,0.8308,4,AUTHOR_MISCONDUCT,,,career_band,senior (10-20y),active,heterogeneity_test,early (<5y),0.0138,0.214
,,0.0653,0.7498,4,AUTHOR_MISCONDUCT,,,career_band,veteran (20y+),active,heterogeneity_test,early (<5y),0.0208,0.319
,,0.07,0.6357,5,AUTHOR_MISCONDUCT,,,career_band,mid (5-10y),active,heterogeneity_test,early (<5y),0.0331,0.474
,,0.0636,0.4558,5,AUTHOR_MISCONDUCT,,,career_band,senior (10-20y),active,heterogeneity_test,early (<5y),0.0474,0.746
,,0.0638,0.2062,5,AUTHOR_MISCONDUCT,,,career_band,veteran (20y+),active,heterogeneity_test,early (<5y),0.0807,1.264
,,0.067,0.9755,6,AUTHOR_MISCONDUCT,,,career_band,mid (5-10y),active,heterogeneity_test,early (<5y),0.0021,0.031
,,0.0627,0.5506,6,AUTHOR_MISCONDUCT,,,career_band,senior (10-20y),active,heterogeneity_test,early (<5y),0.0374,0.597
,,0.063,0.5332,6,AUTHOR_MISCONDUCT,,,career_band,veteran (20y+),active,heterogeneity_test,early (<5y),0.0393,0.623
,,0.0675,0.4142,-3,HONEST_ERROR,,,career_band,mid (5-10y),active,heterogeneity_test,early (<5y),0.0551,0.817
,,0.06,0.2913,-3,HONEST_ERROR,,,career_band,senior (10-20y),active,heterogeneity_test,early (<5y),0.0633,1.055
,,0.0595,0.5075,-3,HONEST_ERROR,,,career_band,veteran (20y+),active,heterogeneity_test,early (<5y),0.0394,0.663
,,0.0681,0.888,0,HONEST_ERROR,,,career_band,mid (5-10y),active,heterogeneity_test,early (<5y),-0.0096,-0.141
,,0.0653,0.8705,0,HONEST_ERROR,,,career_band,senior (10-20y),active,heterogeneity_test,early (<5y),-0.0106,-0.163
,,0.0619,0.2414,0,HONEST_ERROR,,,career_band,veteran (20y+),active,heterogeneity_test,early (<5y),-0.0725,-1.171
,,0.0683,0.652,1,HONEST_ERROR,,,career_band,mid (5-10y),active,heterogeneity_test,early (<5y),0.0308,0.451
,,0.064,0.2739,1,HONEST_ERROR,,,career_band,senior (10-20y),active,heterogeneity_test,early (<5y),0.07,1.094
,,0.062,0.4118,1,HONEST_ERROR,,,career_band,veteran (20y+),active,heterogeneity_test,early (<5y),0.0509,0.821
,,0.0671,0.3889,2,HONEST_ERROR,,,career_band,mid (5-10y),active,heterogeneity_test,early (<5y),0.0578,0.862
