author_id,author_display_name,first_retraction_year,first_category,first_position,n_retractions,n_categories,works_count,cited_by_count,first_pub_year,last_pub_year,career_span,last_country,last_institution,country,source_id,rw_journal,rw_publisher
A5056739581,Hong Yu,2015.0,EDITORIAL_COMPROMISE,middle,1,1,87.0,2354.0,1999.0,2025.0,26.0,CN,Hangzhou Normal University,CN,S12644804,Tumor Biology (Tumour Biology) - Official Journal of the International Society of Oncology and BioMarkers (ISOBM),Springer - Nature Publishing Group
A5056740518,Hemant Garg,2021.0,AUTHOR_MISCONDUCT,first,1,1,4.0,19.0,2016.0,2021.0,5.0,IN,"Maharishi Markandeshwar University, Mullana",IN,S69141841,Contemporary Clinical Dentistry,Wolters Kluwer - Medknow
A5056745960,Chongjian Chen,2015.0,HONEST_ERROR,middle,1,1,47.0,4367.0,2006.0,2025.0,19.0,CN,Syngenta (China),FR,S103870658,PLoS Genetics,PLoS
A5056748309,Tongying Li,2020.0,AUTHOR_MISCONDUCT,middle,1,1,32.0,113.0,2003.0,2023.0,20.0,CN,Nantong Science and Technology Bureau,CN,S124713461,Bioscience Reports,Portland Press
A5056749211,Xun Jiang,2015.0,EDITORIAL_COMPROMISE,middle,2,2,208.0,2794.0,1993.0,2026.0,33.0,DE,Medizinische Hochschule Hannover,CN,S10075937,Journal of Cancer Research and Clinical Oncology,Springer
A5056753220,Anxun Wang,2022.0,AUTHOR_MISCONDUCT,last,1,1,29.0,500.0,2003.0,2025.0,22.0,CN,Sun Yat-sen University,CN,S175946340,Cancer Science,Wiley
A5056753696,Julie Dam,2020.0,AUTHOR_MISCONDUCT,middle,1,1,100.0,3384.0,1991.0,2026.0,35.0,FR,Centre National de la Recherche Scientifique,FR,S140251998,The Journal of Biological Chemistry,American Society for Biochemistry and Molecular Biology (ASBMB)
A5056755159,Sara Zafar,2022.0,EDITORIAL_COMPROMISE,first,1,1,86.0,1175.0,2002.0,2025.0,23.0,PK,"Government College University, Faisalabad",PK,S202381698,PLoS One,PLoS
A5056755578,Kena Zhou,2020.0,AUTHOR_MISCONDUCT,first,1,1,29.0,256.0,2014.0,2026.0,12.0,CN,Shanghai Jiao Tong University,CN,S188748365,Lipids in Health and Disease,Springer - Biomed Central (BMC)
A5056756925,Yujie Su,2020.0,HONEST_ERROR,middle,1,1,70.0,1342.0,2002.0,2025.0,23.0,CN,Jiangnan University,CN,S187215728,Polymer Chemistry,Royal Society of Chemistry (RSC)
A5056765393,Amany Salah Khalifa,2022.0,EDITORIAL_COMPROMISE,middle,1,1,58.0,868.0,2010.0,2024.0,14.0,EG,Cairo University,SA,S2764818521,Applied Nanoscience,Springer
A5056766784,Yangying Zhou,2021.0,UNCONFIRMED_CONCERNS,middle,1,1,97.0,3436.0,2015.0,2026.0,11.0,CN,Central South University,CN,S161399637,Cellular Physiology and Biochemistry,Cellular Physiol Biochem Press
A5056769099,Bongyong Lee,2017.0,AUTHOR_MISCONDUCT,middle,1,1,102.0,1745.0,1989.0,2026.0,37.0,KR,Genome and Company (South Korea),US,S103870658,PLoS Genetics,PLoS
A5056775469,Damian Jacob Sendler,2022.0,ETHICS_VIOLATION,first,1,1,33.0,379.0,2013.0,2019.0,6.0,US,Pace University,,S114289926,Journal of Sex and Marital Therapy,Taylor and Francis
A5056776112,Joseph C. Blankinship,2015.0,HONEST_ERROR,middle,1,1,63.0,3843.0,2002.0,2026.0,24.0,US,University of Arizona,US,S58716519,Plant Ecology,Springer
A5056776335,Shahrbanoo Oryan,2022.0,EDITORIAL_COMPROMISE,middle,1,1,127.0,2023.0,2002.0,2026.0,24.0,IR,Kharazmi University,IR,S78120914,Neurobiology of Learning and Memory,Elsevier
A5056777389,Hongqi Xiao,2021.0,HONEST_ERROR,middle,1,1,26.0,608.0,2013.0,2026.0,13.0,CN,Sichuan University,CN,S43643205,Journal of Cellular Physiology,Wiley
A5056778408,Tianjiang Wang,2019.0,AUTHOR_MISCONDUCT,middle,1,1,121.0,1503.0,2006.0,2025.0,19.0,CN,Huazhong University of Science and Technology,CN,S45693802,Neurocomputing,Elsevier
A5056781256,Neha Gautam,2022.0,EDITORIAL_COMPROMISE,middle,1,1,43.0,392.0,2012.0,2026.0,14.0,MY,Universiti of Malaysia Sabah,IN,S48031226,Journal of Ambient Intelligence and Humanized Computing,Springer - Nature Publishing Group
A5056781374,Abdelhamid Soltani,2016.0,UNCONFIRMED_CONCERNS,first,1,1,10.0,90.0,2013.0,2025.0,12.0,DZ,University of Biskra,DZ,S107691304,Journal of Cluster Science,Springer
A5056782975,Fengkui Ding,2020.0,HONEST_ERROR,first,1,1,3.0,21.0,2017.0,2023.0,6.0,CN,Jining First People's Hospital,CN,S129637156,Experimental Eye Research,Elsevier
A5056783099,Shiqing Song,2019.0,UNCONFIRMED_CONCERNS,first,2,2,9.0,140.0,2016.0,2024.0,8.0,CN,Yuhuangding Hospital,CN,S202381698,PLoS One,PLoS
A5056784109,Khadija Tul Kubra,2022.0,EDITORIAL_COMPROMISE,middle,1,1,17.0,129.0,2018.0,2025.0,7.0,PK,Isra University,PK,S202381698,PLoS One,PLoS
A5056785007,Qingyong Chang,2019.0,AUTHOR_MISCONDUCT,last,1,1,10.0,108.0,2009.0,2023.0,14.0,CN,Affiliated Zhongshan Hospital of Dalian University,CN,S202381698,PLoS One,PLoS
A5056788425,Yingjie Peng,2022.0,UNCONFIRMED_CONCERNS,middle,1,1,231.0,9789.0,1998.0,2026.0,28.0,US,University of Chicago,US,S125754415,PNAS: Proceedings of the National Academy of Sciences of the United States of America,National Academy of Sciences (NAS)
A5056790291,Swati Gupta,2021.0,EDITORIAL_COMPROMISE,first,2,2,127.0,1934.0,1974.0,2026.0,52.0,,,IN,S2489428960,"Artificial Cells, Nanomedicine, and Biotechnology",Taylor and Francis
A5056790988,Gireesh Kumaran,2022.0,AUTHOR_MISCONDUCT,middle,1,1,6.0,3.0,2010.0,2021.0,11.0,NZ,Auckland District Health Board,IN,S4210187594,Journal of Physics: Conference Series,IOP Publishing
A5056794834,Nathalie Lelièvre,2016.0,AUTHOR_MISCONDUCT,first,1,1,96.0,116.0,2004.0,2016.0,12.0,,,,S86123603,Douleurs : Evaluation - Diagnostic - Traitement,Elsevier
A5056796328,Mahmood Fathy,2016.0,AUTHOR_MISCONDUCT,middle,1,1,351.0,6022.0,1995.0,2025.0,30.0,YE,University of Science and Technology,CA,,2016 IEEE Canadian Conference on Electrical and Computer Engineering (CCECE),IEEE: Institute of Electrical and Electronics Engineers
A5056800773,Xiudi Xiao,2020.0,EDITORIAL_COMPROMISE,middle,1,1,134.0,4244.0,1983.0,2026.0,43.0,CN,South China University of Technology,CN,S67716761,Journal of Alloys and Compounds,Elsevier
A5056804384,Miguel Ángel Martínez‐González,2018.0,HONEST_ERROR,last,2,1,1532.0,86576.0,1946.0,2026.0,80.0,US,Harvard University,IL,S62468778,NEJM: The New England Journal of Medicine,Massachusetts Medical Society
A5056806990,Xueyan Xi,2021.0,AUTHOR_MISCONDUCT,first,1,1,74.0,1663.0,1994.0,2026.0,32.0,CN,Hubei University of Medicine,CN,S202381698,PLoS One,PLoS
A5056808633,Chenglong Li,2021.0,HONEST_ERROR,last,1,1,12.0,177.0,2013.0,2026.0,13.0,CN,Shenyang Agricultural University,CN,S4210195883,IOP Conference Series: Earth and Environmental Science,IOP Publishing
A5056809505,Lucian A. Constantin,2022.0,UNCONFIRMED_CONCERNS,last,1,1,120.0,16622.0,2006.0,2026.0,20.0,IT,Institute for Microelectronics and Microsystems,IT,S9051360,European Physical Journal B,Springer
A5056810213,Bian Xw,2022.0,AUTHOR_MISCONDUCT,middle,1,1,7.0,236.0,1992.0,2022.0,30.0,CN,Army Medical University,CN,S128439998,Oncogene,Springer - Nature Publishing Group
A5056811519,Sergio Gómez-Llata,2018.0,AUTHOR_MISCONDUCT,last,1,1,14.0,331.0,1985.0,2010.0,25.0,MX,Instituto Nacional de Neurología y Neurocirugía,MX,S149215848,Neurosurgical Focus,American Association of Neurological Surgeons
A5056818535,D LI,2021.0,AUTHOR_MISCONDUCT,last,1,1,4.0,152.0,2006.0,2018.0,12.0,CN,Union Hospital,CN,S53807158,Journal of Cellular Biochemistry,Wiley
A5056820426,Evan T. Keller,2021.0,AUTHOR_MISCONDUCT,middle,1,1,550.0,34861.0,1942.0,2026.0,84.0,US,University of Michigan,US,S168522863,Cancer Research,American Association for Cancer Research
A5056826888,Sadaf Malik,2020.0,EDITORIAL_COMPROMISE,first,1,1,5.0,40.0,2017.0,2023.0,6.0,NO,University of Oslo,NO,S4306504555,BMJ Paediatrics Open,Springer - Biomed Central (BMC)
A5056834769,Jianqing Zhang,2021.0,AUTHOR_MISCONDUCT,middle,1,1,175.0,1677.0,1993.0,2026.0,33.0,CN,Shanghai University of Traditional Chinese Medicine,,,2018 3rd International Conference on Smart City and Systems Engineering (ICSCSE),IEEE: Institute of Electrical and Electronics Engineers
A5056834799,Fang Wan,2021.0,HONEST_ERROR,middle,1,1,31.0,62.0,2000.0,2024.0,24.0,CN,North China University of Water Resources and Electric Power,,S62013203,Journal of Experimental Psychology. General,American Psychological Association (APA)
A5056835620,Yong Guo,2016.0,AUTHOR_MISCONDUCT,first,1,1,146.0,5448.0,1999.0,2025.0,26.0,JP,National Agriculture and Food Research Organization,,S202381698,PLoS One,PLoS
A5056837196,Norbert W. Brattig,2016.0,UNCONFIRMED_CONCERNS,middle,1,1,171.0,5922.0,1976.0,2024.0,48.0,DE,Bernhard Nocht Institute for Tropical Medicine,DE,S8555896,Journal of Helminthology,Cambridge University Press
A5056837726,Cheng Yan,2020.0,UNCONFIRMED_CONCERNS,middle,1,1,135.0,3904.0,2007.0,2026.0,19.0,CN,Nanjing University of Aeronautics and Astronautics,,S9351053,Financial Review,Wiley
A5056839593,Ma Isabel Ríos‐Risquez,2017.0,EDITORIAL_COMPROMISE,middle,1,1,8.0,467.0,2014.0,2025.0,11.0,ES,Hospital General Universitario Morales Meseguer,ES,S43525819,Educational Psychology,Taylor and Francis
A5056844726,Marianna Domán,2020.0,UNCONFIRMED_CONCERNS,middle,1,1,42.0,290.0,1984.0,2026.0,42.0,HU,HUN-REN Veterinary Medical Research Institute,,S189281586,Emerging Infectious Diseases,Centers for Disease Control and Prevention
A5056845613,Yasser Elserogy,2019.0,HONEST_ERROR,middle,1,1,28.0,762.0,2011.0,2026.0,15.0,EG,Assiut University,EG,S177929781,The Journal of Child Psychology and Psychiatry,Wiley
A5056850002,Qin Li,2021.0,AUTHOR_MISCONDUCT,first,1,1,152.0,869.0,1987.0,2026.0,39.0,CN,Panzhihua University,CN,S38407038,Arabian Journal of Geosciences,Springer
A5056852890,Mustapha Sadouki,2021.0,AUTHOR_MISCONDUCT,first,1,1,53.0,90.0,2012.0,2024.0,12.0,US,Engineering Acoustics (United States),DZ,S971171794,Applied Accoustics,Elsevier
A5056854063,P. Krishnaveni,2022.0,EDITORIAL_COMPROMISE,first,1,1,7.0,52.0,2013.0,2025.0,12.0,,,,S48031226,Journal of Ambient Intelligence and Humanized Computing,Springer
A5056854807,Candy Day,2018.0,HONEST_ERROR,middle,1,1,29.0,943.0,2001.0,2022.0,21.0,ZA,Centre for the AIDS Programme of Research in South Africa,ZA,S13389975,International Journal of Epidemiology,Oxford University Press
A5056855507,James P. Herman,2015.0,AUTHOR_MISCONDUCT,last,1,1,356.0,38856.0,1986.0,2025.0,39.0,US,Veterans Health Administration,US,S175775512,Life Sciences,Elsevier
A5056855872,S. Roshni,2022.0,EDITORIAL_COMPROMISE,first,1,1,5.0,10.0,2017.0,2025.0,8.0,,,,S48031226,Journal of Ambient Intelligence and Humanized Computing,Springer - Nature Publishing Group
A5056856375,Suiliang Zhang,2022.0,AUTHOR_MISCONDUCT,middle,2,1,14.0,147.0,2016.0,2024.0,8.0,CN,Shanghai University of Traditional Chinese Medicine,CN,S151424340,Experimental and Therapeutic Medicine,Spandidos
A5056864536,Chongbin Liu,2022.0,AUTHOR_MISCONDUCT,middle,1,1,87.0,1712.0,2001.0,2026.0,25.0,CN,Central South University,CN,S2764969478,Molecular Therapy - Nucleic Acids,Elsevier - Cell Press
A5056865810,Naoto Yamashita,2017.0,AUTHOR_MISCONDUCT,middle,1,1,91.0,578.0,1984.0,2026.0,42.0,JP,National Institute of Advanced Industrial Science and Technology,,S29254203,Infrared Physics & Technology,Elsevier
A5056869509,Limao Zhang,2018.0,AUTHOR_MISCONDUCT,middle,1,1,350.0,14452.0,2012.0,2026.0,14.0,CN,Huazhong University of Science and Technology,,S2764777209,Journal of Construction Engineering and Management,American Society of Civil Engineers
A5056869721,Phillip F. Giannopoulos,2022.0,AUTHOR_MISCONDUCT,first,1,1,31.0,799.0,1993.0,2024.0,31.0,US,Temple University,US,S71149355,Molecular Psychiatry,Springer - Nature Publishing Group
A5056871695,Chukwuweike U. Gwam,2020.0,HONEST_ERROR,first,1,1,124.0,3353.0,2016.0,2026.0,10.0,US,Atrium Health Wake Forest Baptist,US,S191421250,Clinical Orthopaedics and Related Research,Wolters Kluwer - Lippincott Williams & Wilkins
A5056871896,T Shanmugaraja,2022.0,AUTHOR_MISCONDUCT,first,1,1,18.0,24.0,2017.0,2025.0,8.0,IN,KPR Institute of Engineering and Technology,IN,S4210187594,Journal of Physics: Conference Series,IOP Publishing
A5056872955,Weilin Huang,2020.0,AUTHOR_MISCONDUCT,first,3,1,91.0,2435.0,2000.0,2026.0,26.0,CN,Nanjing Tech University,US,S108821158,Geophysical Journal International,Oxford University Press
A5056874444,Felipe Martínez‐Pastor,2019.0,AUTHOR_MISCONDUCT,last,1,1,227.0,6238.0,1983.0,2026.0,43.0,ES,Universidad de León,ES,S4210178554,Physiology International,AK Journals (Akademiai Kiado)
A5056874916,Lijun You,2017.0,HONEST_ERROR,middle,1,1,85.0,3094.0,1993.0,2025.0,32.0,DE,Heidelberg University,,S201989124,Organic Letters,American Chemical Society (ACS)
A5056881019,Leitao Zhang,2022.0,AUTHOR_MISCONDUCT,last,1,1,54.0,648.0,2007.0,2026.0,19.0,CN,Southern Medical University,CN,S2764554612,Cancer Management and Research,Taylor and Francis - Dove Press
A5056886091,Jiyuan Hu,2020.0,EDITORIAL_COMPROMISE,middle,1,1,121.0,1793.0,1975.0,2025.0,50.0,US,Twitter (United States),US,S145577119,The American Journal of Pathology,Elsevier
A5056887049,Y-M Cui,2022.0,AUTHOR_MISCONDUCT,first,1,1,4.0,110.0,2014.0,2022.0,8.0,CN,Key Laboratory of Guangdong Province,CN,S128439998,Oncogene,Springer - Nature Publishing Group
A5056887093,Ryan D. Mann,2019.0,AUTHOR_MISCONDUCT,last,1,1,11.0,30.0,2005.0,2026.0,21.0,US,Arizona Game and Fish Department,US,S178886870,North American Journal of Fisheries Management,American Fisheries Society
A5056889004,Yuriy Gankin,2022.0,AUTHOR_MISCONDUCT,last,1,1,41.0,524.0,1995.0,2025.0,30.0,,,,S44278595,Computers in Biology and Medicine,Elsevier
A5056889762,K Pradeep,2022.0,EDITORIAL_COMPROMISE,first,1,1,14.0,31.0,2015.0,2025.0,10.0,IN,Indian Space Research Organisation,,S49967189,Wireless Personal Communications,Springer
A5056890968,Kentaro Otani,2021.0,UNCONFIRMED_CONCERNS,middle,1,1,93.0,1217.0,1988.0,2025.0,37.0,JP,National Cerebral and Cardiovascular Center,,S125754415,PNAS: Proceedings of the National Academy of Sciences of the United States of America,National Academy of Sciences (NAS)
A5056893333,Guowei Meng,2021.0,AUTHOR_MISCONDUCT,middle,1,1,10.0,101.0,2006.0,2023.0,17.0,CN,Second Hospital of Shandong University,CN,S53807158,Journal of Cellular Biochemistry,Wiley
A5056898798,Tasneem Bano Rehman,2022.0,EDITORIAL_COMPROMISE,middle,1,1,18.0,153.0,2010.0,2025.0,15.0,,,,S2764818521,Applied Nanoscience,Springer
A5056898879,Wen‐Yong Zhu,2021.0,AUTHOR_MISCONDUCT,middle,1,1,55.0,1751.0,1983.0,2026.0,43.0,CN,Yunnan University,CN,S23626183,The Anatomical Record : Advances in Integrative Anatomy and Evolutionary Biology,Wiley
A5056901172,Yiyan Xu,2020.0,EDITORIAL_COMPROMISE,middle,1,1,4.0,6.0,2010.0,2025.0,15.0,CN,Wuhan University of Technology,CN,S148303206,Journal of Photochemistry and Photobiology B: Biology,Elsevier
A5056902776,Michelle Vasconcelos de Oliveira Borges,2022.0,HONEST_ERROR,middle,1,1,6.0,67.0,2016.0,2022.0,6.0,BR,Universidade Federal do Rio Grande do Norte,BR,S54215592,International Journal of Sport Nutrition and Exercise Metabolism,Human Kinetics
A5056907262,Hideo Izawa,2021.0,AUTHOR_MISCONDUCT,middle,1,1,388.0,5932.0,1993.0,2026.0,33.0,JP,Fujita Health University,,S116251202,Genetic Testing and Molecular Biomarkers,Mary Ann Liebert
A5056907983,Yenamandra S. Prabhakar,2020.0,AUTHOR_MISCONDUCT,middle,1,1,105.0,1565.0,1983.0,2024.0,41.0,IN,Central Drug Research Institute,IN,S202381698,PLoS One,PLoS
A5056911494,Anke Xue,2021.0,AUTHOR_MISCONDUCT,middle,1,1,22.0,61.0,2004.0,2023.0,19.0,CN,Hangzhou Dianzi University,CN,,2006 6th World Congress on Intelligent Control and Automation,IEEE: Institute of Electrical and Electronics Engineers
A5056912087,Naveen Sundararaj,2022.0,AUTHOR_MISCONDUCT,middle,1,1,4.0,305.0,2015.0,2022.0,7.0,IN,Bharathiar University,IN,S196734849,Scientific Reports,Springer - Nature Publishing Group
A5056915467,Yoshifumi Shimada,2022.0,AUTHOR_MISCONDUCT,first,1,1,352.0,5192.0,1960.0,2025.0,65.0,US,Twitter (United States),JP,S125466547,Surgery Today,Springer
A5056916325,Mumtaz Cheema,2022.0,EDITORIAL_COMPROMISE,middle,3,1,92.0,3644.0,1980.0,2025.0,45.0,CA,Memorial University of Newfoundland,CA,S202381698,PLoS One,PLoS
A5056921218,Hiroyoshi Tanaka,2016.0,AUTHOR_MISCONDUCT,middle,21,2,312.0,4459.0,1965.0,2026.0,61.0,JP,Okayama University,JP,S79587146,British Journal of Ophthalmology,BMJ Publishing
A5056921959,Oxana Kartashova,2022.0,EDITORIAL_COMPROMISE,middle,1,1,10.0,109.0,2017.0,2023.0,6.0,RU,Sechenov University,RU,S42886211,Thinking Skills and Creativity,Elsevier
A5056924241,Xuan Gao,2017.0,AUTHOR_MISCONDUCT,middle,1,1,201.0,2543.0,2001.0,2026.0,25.0,CN,Tianjin University,CN,S95395365,Molecular Medicine Reports,Spandidos
A5056930703,Shanthi Pavan,2022.0,AUTHOR_MISCONDUCT,last,1,1,207.0,5039.0,1998.0,2026.0,28.0,US,Analog Devices (United States),IN,S4210187594,Journal of Physics: Conference Series,IOP Publishing
A5056930997,Bo Shi,2021.0,AUTHOR_MISCONDUCT,middle,3,1,133.0,2042.0,1984.0,2025.0,41.0,US,Northwestern University,CN,S124357017,Oncology Reports,Spandidos
A5056931786,Guixin Li,2016.0,UNCONFIRMED_CONCERNS,last,1,1,230.0,7132.0,1990.0,2026.0,36.0,CN,Suizhou Central Hospital,CN,S163958984,Targeted Oncology,Springer
A5056936201,Viktor Shestak,2022.0,AUTHOR_MISCONDUCT,last,3,1,191.0,459.0,2007.0,2026.0,19.0,RU,Moscow State Institute of International Relations,RU,S54467454,"International Environmental Agreements: Politics, Law and Economics",Springer
A5056936357,Chenxi Jiang,2020.0,HONEST_ERROR,middle,1,1,163.0,2100.0,2009.0,2026.0,17.0,,,CN,S128634829,Pacing and Clinical Electrophysiology (PACE),Wiley
A5056937817,Shuo Zhao,2021.0,HONEST_ERROR,middle,1,1,162.0,2432.0,2006.0,2026.0,20.0,CN,China Meteorological Administration,CN,S120324992,OncoTargets and Therapy,Taylor and Francis - Dove Press
A5056937936,Jennifer Vaughn,2019.0,ETHICS_VIOLATION,middle,1,1,34.0,424.0,2012.0,2025.0,13.0,US,Phoenix Children's Hospital,,S44033376,Pediatric Radiology,Springer
A5056941191,Noriaki Nagata,2016.0,UNCLASSIFIED,middle,1,1,11.0,47.0,2012.0,2019.0,7.0,,,JP,S54409865,Applied Physics Express,IOP Publishing
A5056941537,Xinchen Li,2020.0,AUTHOR_MISCONDUCT,middle,1,1,33.0,621.0,2014.0,2025.0,11.0,GB,Loughborough University,CN,S63783143,Journal of Bioscience and Bioengineering,Elsevier
A5056945588,Carlo Vicentini,2019.0,AUTHOR_MISCONDUCT,middle,1,1,196.0,2817.0,1977.0,2025.0,48.0,,,IT,S5382288,International Journal of Cancer,Wiley
A5056945892,Yong‐hui Jiang,2019.0,UNCONFIRMED_CONCERNS,middle,1,1,247.0,13303.0,1996.0,2026.0,30.0,,,US,S168522863,Cancer Research,American Association for Cancer Research
A5056947162,Ting Huang,2018.0,AUTHOR_MISCONDUCT,middle,1,1,123.0,4855.0,1997.0,2026.0,29.0,CN,University of Science and Technology of China,CN,S202381698,PLoS One,PLoS
A5056951921,Nouran Osama Eladawy,2022.0,HONEST_ERROR,middle,1,1,4.0,62.0,2019.0,2022.0,3.0,EG,Cairo University,EG,S1234972,AAPS PharmSciTech,Springer
A5056960003,Jan Kössl,2020.0,AUTHOR_MISCONDUCT,middle,4,1,36.0,364.0,2007.0,2026.0,19.0,US,Washington University in St. Louis,CZ,S20935308,Oxidative Medicine and Cellular Longevity,Hindawi
A5056960938,Mandeep R. Mehra,2020.0,UNCONFIRMED_CONCERNS,first,2,2,1064.0,53414.0,1968.0,2026.0,58.0,US,Brigham and Women's Hospital,US,S62468778,NEJM: The New England Journal of Medicine,Massachusetts Historical Society
A5056970228,Mostafa Aboulela,2021.0,AUTHOR_MISCONDUCT,last,1,1,16.0,87.0,2017.0,2024.0,7.0,EG,Assiut University,EG,S100126920,Journal of Mid-Life Health,Wolters Kluwer - Medknow
A5056972391,Rachid Razıne,2018.0,AUTHOR_MISCONDUCT,middle,1,1,215.0,1111.0,2008.0,2026.0,18.0,MA,Mohammed V University,MA,S193932567,Annales Pharmaceutiques Francaises,Elsevier
A5056972791,Yong-Ho Yu,2018.0,AUTHOR_MISCONDUCT,first,1,1,8.0,23.0,2001.0,2018.0,17.0,,,KR,S37011080,Environmental Technology,Taylor and Francis
A5056975736,Silvia Sauer,2015.0,AUTHOR_MISCONDUCT,middle,2,1,7.0,567.0,2001.0,2019.0,18.0,US,"University of California, Riverside",US,S156208185,Molecular Cell,Elsevier - Cell Press
A5056979569,Michele dos Santos Lima,2018.0,AUTHOR_MISCONDUCT,middle,1,1,13.0,90.0,2014.0,2018.0,4.0,BR,Instituto Biológico,BR,S140190424,Ciencia Rural,Federal Universidade of Santa Maria
A5056983219,Kunyan Li,2019.0,AUTHOR_MISCONDUCT,middle,1,1,71.0,974.0,1997.0,2025.0,28.0,CN,Hunan Cancer Hospital,CN,S200072998,Journal of Cancer,Ivyspring International Publisher
A5056983959,Florian Deisenhammer,2016.0,AUTHOR_MISCONDUCT,middle,1,1,376.0,13670.0,1991.0,2026.0,35.0,AT,University of Vienna,AT,S204941185,Multiple Sclerosis International,Hindawi
A5056985246,J. Rajeshkumar,2022.0,EDITORIAL_COMPROMISE,middle,1,1,5.0,20.0,2014.0,2021.0,7.0,,,,S49967189,Wireless Personal Communications,Springer
A5056985822,Dan Song,2016.0,AUTHOR_MISCONDUCT,middle,1,1,153.0,2087.0,2004.0,2026.0,22.0,CN,Kunming Medical University,CN,S206553565,Genetics and Molecular Research (GMR),FUNPEC-RP
A5056985885,Junsheng Gu,2015.0,AUTHOR_MISCONDUCT,middle,1,1,11.0,160.0,1998.0,2025.0,27.0,CN,Ningxia Medical University,CN,S120324992,OncoTargets and Therapy,Taylor and Francis - Dove Press
A5056987242,Rashid Al-Sukaiti,2016.0,UNCONFIRMED_CONCERNS,middle,1,1,36.0,268.0,2009.0,2025.0,16.0,OM,Sultan Qaboos University Hospital,OM,S2737955359,Sultan Qaboos University Medical Journal (SQUMJ),Sultan Qaboos University
A5056990117,Simon Authier,2021.0,ETHICS_VIOLATION,middle,1,1,259.0,4066.0,1995.0,2026.0,31.0,DE,Charles River Laboratories (Germany),,S87719511,Regulatory Toxicology and Pharmacology (RTP),Elsevier
A5056992932,Véronique Capuano,2021.0,AUTHOR_MISCONDUCT,middle,1,1,59.0,5271.0,1988.0,2025.0,37.0,FR,Inserm,GB,S42270594,The Journal of Heart and Lung Transplantation : the Official Publication of the International Society for Heart Transplantation,Elsevier
A5056993702,Motonori Nakagawa,2022.0,AUTHOR_MISCONDUCT,middle,2,1,5.0,8.0,2009.0,2016.0,7.0,JP,Showa University Hospital,JP,S155967237,Journal of Clinical Anesthesia,Elsevier
A5056999460,T.T. Sreelekha,2017.0,EDITORIAL_COMPROMISE,middle,1,1,58.0,1449.0,1993.0,2025.0,32.0,IN,"Regional Cancer Center, Thiruvananthapuram",IN,S2484704948,Frontiers in Microbiology,Frontiers
A5056999535,Cliff Guy,2022.0,HONEST_ERROR,middle,1,1,77.0,8100.0,2008.0,2026.0,18.0,US,St. Jude Children's Research Hospital,US,S137773608,Nature,Springer - Nature Publishing Group
A5057002330,Qianyun He,2020.0,AUTHOR_MISCONDUCT,first,1,1,32.0,431.0,2013.0,2025.0,12.0,CN,Shanghai Jiao Tong University,CN,S97146013,DNA and Cell Biology,Mary Ann Liebert
A5057003744,В. М. Козлова,2019.0,AUTHOR_MISCONDUCT,middle,1,1,49.0,74.0,1990.0,2024.0,34.0,TO,Ministry of Health,RU,S2753669822,Archive of Pathology (Архив Патологии),"Russian Academy of Sciences, Russian Society of Pathologists (Moscow) (Российская академия наук, Российское общество патологоанатомов (Москва))"
A5057009538,Gülcan Özkan,2016.0,EDITORIAL_COMPROMISE,middle,1,1,125.0,4308.0,2000.0,2026.0,26.0,KZ,Suleyman Demirel University,TR,S8388595,Biochemical Genetics,Springer
A5057012556,Jiali Liu,2020.0,AUTHOR_MISCONDUCT,middle,1,1,65.0,1358.0,2005.0,2025.0,20.0,US,University of Southern California,CN,S123631873,International Journal of Endocrinology,Hindawi
A5057013632,Anna Kufner,2022.0,HONEST_ERROR,first,1,1,47.0,876.0,1980.0,2026.0,46.0,DE,Humboldt-Universität zu Berlin,DE,S202381698,PLoS One,PLoS
A5057015833,Hang Jea Jang,2017.0,EDITORIAL_COMPROMISE,last,1,1,67.0,1076.0,1997.0,2025.0,28.0,KR,Inje University Haeundae Paik Hospital,KR,S69331574,Hong Kong Journal of Emergency Medicine,SAGE Publications
A5057019632,Jin-hua He,2021.0,AUTHOR_MISCONDUCT,first,1,1,12.0,199.0,2005.0,2023.0,18.0,CN,Panyu District Central Hospital,CN,S2596394214,Frontiers in Oncology,Frontiers
A5057020385,Takashige Yamada,2020.0,AUTHOR_MISCONDUCT,middle,1,1,85.0,837.0,1966.0,2026.0,60.0,JP,Keio University,JP,S2764345782,JA Clinical Reports,Springer
A5057020624,Jian Lei,2018.0,UNCONFIRMED_CONCERNS,middle,1,1,90.0,2084.0,2004.0,2026.0,22.0,CN,First Affiliated Hospital of Guangzhou Medical University,CN,S196734849,Scientific Reports,Springer - Nature Publishing Group
A5057022853,Guido Bellinghieri,2019.0,AUTHOR_MISCONDUCT,middle,1,1,195.0,2601.0,1970.0,2023.0,53.0,IT,University of Messina,IT,S123631873,International Journal of Endocrinology,Hindawi
A5057022966,Jianlong Zhu,2022.0,UNCONFIRMED_CONCERNS,middle,1,1,30.0,309.0,2012.0,2026.0,14.0,CN,Ganzhou People's Hospital,CN,S1010394304,BioMed Research International,Hindawi
A5057032257,Lewis C. Cantley,2017.0,AUTHOR_MISCONDUCT,middle,1,1,1367.0,205954.0,1973.0,2026.0,53.0,US,Harvard University,US,S140251998,The Journal of Biological Chemistry,American Society for Biochemistry and Molecular Biology (ASBMB)
