openalex_id,doi,pub_year,n_authors,source_id,retraction_date,retraction_year,category,rw_journal,rw_publisher
W26838812,10.1038/srep20582,2002,5,,2019-08-16,2019.0,AUTHOR_MISCONDUCT,Scientific Reports,Springer - Nature Publishing Group
W29432464,10.1371/journal.pone.0192203,2013,1,S202381698,2018-08-29,2018.0,AUTHOR_MISCONDUCT,PLoS One,PLoS
W22593708,10.1100/2012/849632,2011,1,S29243050,2016-03-24,2016.0,AUTHOR_MISCONDUCT,The Scientific World Journal,Hindawi
W31428469,10.1155/2019/3081621,1998,1,S167142590,2020-11-29,2020.0,HONEST_ERROR,Autoimmune Diseases,Hindawi
W31378891,10.26355/eurrev_201908_18535,2014,1,S109719883,2020-08-01,2020.0,AUTHOR_MISCONDUCT,European Review for Medical and Pharmacological Sciences,Verduci Editore
W1923324694,10.1007/s10790-015-9518-5,2015,1,S4210172589,2017-03-21,2017.0,AUTHOR_MISCONDUCT,Journal of Value Inquiry,Springer
W27921994,10.7554/elife.18129,1996,1,S4306470934,2019-04-03,2019.0,HONEST_ERROR,eLife,eLife Sciences Publications
W27685632,10.1038/cddis.2016.260,2013,2,S4210197101,2019-01-25,2019.0,HONEST_ERROR,Cell Death & Disease,Springer - Nature Publishing Group
W24243508,10.1136/bcr-2013-201399,2008,1,S141953298,2015-04-01,2015.0,AUTHOR_MISCONDUCT,BMJ Case Reports,BMJ Publishing
W32801897,10.2147/cmar.s258178,1982,1,S9186059,2022-08-03,2022.0,AUTHOR_MISCONDUCT,Cancer Management and Research,Taylor and Francis - Dove Press
W19403525,10.1074/jbc.m109.012583,2011,1,,2019-09-13,2019.0,AUTHOR_MISCONDUCT,The Journal of Biological Chemistry,American Society for Biochemistry and Molecular Biology (ASBMB)
W2735163551,10.17402/186,2016,1,S4306535715,2019-01-16,2019.0,AUTHOR_MISCONDUCT,Scientific Journals of the Maritime University of Szczecin (Zeszyty Naukowe Akademii Morskiej w Szczecinie),Maritime University of Szczecin (MUS)
W24735864,10.1186/1749-799x-9-26,2008,1,S4306483941,2015-03-26,2015.0,EDITORIAL_COMPROMISE,Journal of Orthopaedic Surgery and Research,BioMed Central (BMC)
W2516607824,10.11471/shikahozon.58.347,2015,4,S4306551099,2020-07-07,2020.0,HONEST_ERROR,Japanese Journal of Conservative Dentistry,Japanese Society of Conservative Dentistry
W29916552,10.3892/mmr.2018.9186,2006,1,S95395365,2022-11-02,2022.0,AUTHOR_MISCONDUCT,Molecular Medicine Reports,Spandidos
W34007538,10.24926/iip.v10i1.1621,2010,1,S2764355200,2019-01-15,2019.0,AUTHOR_MISCONDUCT,INNOVATIONS in pharmacy,University of Minnesota Libraries Publishing
W20066037,10.1371/journal.pone.0008590,2012,1,S202381698,2022-02-24,2022.0,AUTHOR_MISCONDUCT,PLoS One,PLoS
W32440780,10.1007/s00109-020-01910-1,2002,1,,2022-06-23,2022.0,HONEST_ERROR,Journal of Molecular Medicine: continuation of Klinische Wochenschrift,Springer
W35336742,10.3390/biology11030368,2002,1,S153489431,2022-03-25,2022.0,AUTHOR_MISCONDUCT,Biology,MDPI
W29628975,10.5625/lar.2018.34.1.37,2005,2,S4306401271,2018-12-31,2018.0,UNCONFIRMED_CONCERNS,Laboratory Animal Research,Korean Association for Laboratory Animal Science
W17519423,10.2337/db06-1595,2012,1,S129060628,2016-03-24,2016.0,AUTHOR_MISCONDUCT,Diabetes,American Diabetes Association
W25412353,10.1021/es503827y,1994,1,S2764874295,2016-06-29,2016.0,HONEST_ERROR,Environmental Science & Technology,American Chemical Society (ACS)
W26490683,10.1007/s00436-015-4794-3,2008,2,S4306481693,2021-09-04,2021.0,AUTHOR_MISCONDUCT,Parasitology Research,Springer
W34001372,10.1016/j.biopsych.2021.03.033,2012,1,S205482884,2022-08-22,2022.0,HONEST_ERROR,Biological Psychiatry,Elsevier
W27663714,10.1016/j.gie.2016.09.017,2005,1,S2764542348,2018-03-20,2018.0,AUTHOR_MISCONDUCT,Gastrointestinal Endoscopy,Elsevier
W12388337,10.1152/ajplung.00212.2002,2013,1,S47245711,2020-12-18,2020.0,AUTHOR_MISCONDUCT,American Journal of Physiology - Lung Cellular and Molecular Physiology,American Physiological Society
W27290952,10.1016/j.jclinane.2015.12.029,1993,1,S4306531624,2022-02-09,2022.0,AUTHOR_MISCONDUCT,Journal of Clinical Anesthesia,Elsevier
W26346982,10.1186/s12906-015-0839-5,2008,1,S163220592,2022-12-10,2022.0,AUTHOR_MISCONDUCT,BMC Complementary Medicine and Therapies,Springer - Biomed Central (BMC)
W3109625161,10.11471/shikahozon.57.358,2014,7,S4306551099,2020-07-07,2020.0,HONEST_ERROR,Japanese Journal of Conservative Dentistry,Japanese Society of Conservative Dentistry
W3164743746,10.1007/s12517-021-07213-0,2021,2,S38407038,2021-11-11,2021.0,AUTHOR_MISCONDUCT,Arabian Journal of Geosciences,Springer
W2035122843,10.1117/12.836814,2009,2,S183492911,2015-11-13,2015.0,AUTHOR_MISCONDUCT,"PIAGENG 2009: Intelligent Information, Control, and Communication Technology for Agricultural Engineering",SPIE
W2099438730,10.3109/10428194.2013.776681,2013,5,S27064115,2016-03-04,2016.0,AUTHOR_MISCONDUCT,Leukemia & Lymphoma,Taylor and Francis
W2911251263,10.1016/j.conbuildmat.2019.01.130,2019,5,S29980478,2022-03-03,2022.0,AUTHOR_MISCONDUCT,Construction and Building Materials,Elsevier
W2580572917,10.1109/icmtma.2017.0086,2017,1,,2017-01-26,2017.0,AUTHOR_MISCONDUCT,2017 9th International Conference on Measuring Technology and Mechatronics Automation (ICMTMA),IEEE: Institute of Electrical and Electronics Engineers
W3169047141,10.1007/s12517-021-07362-2,2021,1,S38407038,2021-11-03,2021.0,AUTHOR_MISCONDUCT,Arabian Journal of Geosciences,Springer
W3158786275,10.1007/s13204-021-01847-y,2021,1,S2764818521,2022-01-22,2022.0,AUTHOR_MISCONDUCT,Applied Nanoscience,Springer
W3194355001,10.1007/s12517-021-08187-9,2021,2,S38407038,2021-11-04,2021.0,AUTHOR_MISCONDUCT,Arabian Journal of Geosciences,Springer
W3000789946,10.12659/msm.920407,2020,5,S156858864,2021-01-21,2021.0,AUTHOR_MISCONDUCT,Medical Science Monitor: International Medical Journal of Experimental and Clinical Research,"International Scientific Information, Inc"
W3186461183,10.1007/s12517-021-07947-x,2021,1,S38407038,2021-11-03,2021.0,AUTHOR_MISCONDUCT,Arabian Journal of Geosciences,Springer
W4240089109,10.1002/14651858.cd003664.pub2,2006,2,S4210172715,2017-05-25,2017.0,HONEST_ERROR,Cochrane Database of Systematic Reviews,Wiley
W3195027592,10.1007/s12517-021-08214-9,2021,1,S38407038,2021-11-15,2021.0,AUTHOR_MISCONDUCT,Arabian Journal of Geosciences,Springer
W2910285813,10.1007/s10257-018-00397-1,2019,1,S56271844,2022-11-14,2022.0,EDITORIAL_COMPROMISE,Information Systems and e-Business Management,Springer
W3174635668,10.1007/s13369-021-05876-1,2021,3,S4210185304,2022-10-21,2022.0,EDITORIAL_COMPROMISE,Arabian Journal for Science and Engineering,Springer
W3036578630,10.1007/s12652-020-02205-6,2020,2,S48031226,2022-06-07,2022.0,EDITORIAL_COMPROMISE,Journal of Ambient Intelligence and Humanized Computing,Springer - Nature Publishing Group
W1949754806,10.17853/1994-5639-2015-3-62-70,2015,1,S2737075480,2017-12-12,2017.0,AUTHOR_MISCONDUCT,Education and Science (Образование И Наука),Russian State Vocational Pedagogical University (Yekaterinburg) (Российский государственный профессионально-педагогический университет (Екатеринбург))
W2795248137,10.1007/s10586-018-2557-5,2018,2,S106148199,2022-12-01,2022.0,EDITORIAL_COMPROMISE,Cluster Computing,Springer
W3034896934,10.1007/s12652-020-02185-7,2020,3,S48031226,2022-05-30,2022.0,EDITORIAL_COMPROMISE,Journal of Ambient Intelligence and Humanized Computing,Springer - Nature Publishing Group
W2727643132,10.1007/s00607-017-0565-6,2017,1,S35593046,2017-11-01,2017.0,AUTHOR_MISCONDUCT,Computing,Springer
W3195436034,10.1145/3465631.3465705,2021,2,,2022-02-24,2022.0,EDITORIAL_COMPROMISE,ICIMTECH 21: The Sixth International Conference on Information Management and Technology,Association for Computing Machinery (ACM)
W4242401286,10.1021/jo100319p,2010,6,S205050996,2019-02-26,2019.0,HONEST_ERROR,The Journal of Organic Chemistry,American Chemical Society (ACS)
W3046902700,10.1007/s12652-020-02401-4,2020,3,S48031226,2022-07-05,2022.0,EDITORIAL_COMPROMISE,Journal of Ambient Intelligence and Humanized Computing,Springer
W2304594039,10.1080/09687599.2015.1069732,2015,1,S24435420,2016-02-18,2016.0,AUTHOR_MISCONDUCT,Disability & Society,Taylor and Francis
W2059380869,10.1177/0267659114567137,2015,12,S185234292,2017-11-07,2017.0,HONEST_ERROR,Perfusion,SAGE Publications
W2898798792,10.1177/0020720918803739,2018,3,S183582160,2021-12-15,2021.0,AUTHOR_MISCONDUCT,International Journal of Electrical Engineering & Education,SAGE Publications
W2789772710,10.1007/978-981-10-7140-9_3,2018,6,,2018-02-15,2018.0,AUTHOR_MISCONDUCT,Microbial Biotechnology: Volume 2: Application in Food and Pharmacology,Springer - Nature Publishing Group
W3198617677,10.1007/s13204-021-02036-7,2021,6,S2764818521,2022-12-09,2022.0,EDITORIAL_COMPROMISE,Applied Nanoscience,Springer
W2905251102,10.5414/cn109406,2018,5,S16687455,2019-03-05,2019.0,HONEST_ERROR,Clinical Nephrology,Dustri-Verlag
W1934166970,10.2174/1874444301507012167,2015,1,S4210184284,2016-12-30,2016.0,EDITORIAL_COMPROMISE,The Open Automation and Control Systems Journal,Bentham Open
W3135311856,10.1080/10464883.2021.1859885,2021,1,S11201563,2021-07-29,2021.0,AUTHOR_MISCONDUCT,Journal of Architectural Education,Taylor and Francis
W3046962814,10.1007/s12652-020-02383-3,2020,3,S48031226,2022-06-02,2022.0,EDITORIAL_COMPROMISE,Journal of Ambient Intelligence and Humanized Computing,Springer - Nature Publishing Group
W2569968636,10.4103/0971-9784.197801,2017,1,S120286421,2018-04-12,2018.0,UNCLASSIFIED,Annals of Cardiac Anaesthesia,Wolters Kluwer
W2894165877,10.3892/ijo.2018.4576,2018,5,S4210208883,2022-08-31,2022.0,AUTHOR_MISCONDUCT,International Journal of Oncology,Spandidos
W3021194949,10.5812/gct.101735,2020,4,S4210187299,2020-08-17,2020.0,HONEST_ERROR,"Gene, Cell and Tissue",Brieflands
W2782395459,10.1007/s10586-017-1377-3,2018,2,S106148199,2022-12-06,2022.0,EDITORIAL_COMPROMISE,Cluster Computing,Springer
W3193940157,10.1007/s13198-021-01215-7,2021,3,S40280859,2022-10-19,2022.0,EDITORIAL_COMPROMISE,International Journal of System Assurance Engineering and Management,Springer
W2786038896,10.1007/s10586-018-1819-6,2018,1,S106148199,2022-12-06,2022.0,EDITORIAL_COMPROMISE,Cluster Computing,Springer
W1989345161,10.1016/j.ijheatmasstransfer.2007.11.044,2008,3,S90999920,2017-10-31,2017.0,AUTHOR_MISCONDUCT,International Journal of Heat and Mass Transfer,Elsevier
W2208278830,10.1080/10705511.2015.1044653,2015,2,S78020522,2015-10-15,2015.0,HONEST_ERROR,Structural Equation Modeling: A Multidisciplinary Journal,Taylor and Francis
W2596408818,10.2131/jts.42.233,2017,1,S148595626,2017-07-26,2017.0,AUTHOR_MISCONDUCT,The Journal of Toxicological Sciences,The Japanese Society of Toxicology
W2771362149,10.1016/j.soildyn.2017.07.013,2017,2,S99356198,2017-10-01,2017.0,AUTHOR_MISCONDUCT,Soil Dynamics and Earthquake Engineering,Elsevier
W1129849300,10.2991/etmhs-15.2015.217,2015,2,S4393919366,2020-04-01,2020.0,AUTHOR_MISCONDUCT,"Proceedings of the 2015 International Conference on Education Technology, Management and Humanities Science",Springer - Nature Publishing Group
W2756476511,10.1109/temc.2017.2749624,2017,1,S163644703,2018-04-01,2018.0,EDITORIAL_COMPROMISE,IEEE Transactions on Electromagnetic Compatibility,IEEE: Institute of Electrical and Electronics Engineers
W4251210987,10.1016/b978-0-444-64175-5.50006-3,2019,1,S4306463230,2019-01-11,2019.0,HONEST_ERROR,"Dendrology: Cones, Flowers, Fruits and Seeds",Elsevier
W2516810968,10.1080/15567036.2015.1089341,2016,3,S4210188153,2021-01-10,2021.0,AUTHOR_MISCONDUCT,"Energy Sources, Part A: Recovery Utilization and Environmental Effects",Taylor and Francis
W2221030241,10.1007/978-0-387-46050-5_50,2006,4,,2021-11-16,2021.0,AUTHOR_MISCONDUCT,The Engineering of Sport 6,Springer
W3151574282,10.1007/s12652-021-03099-8,2021,1,S48031226,2022-10-30,2022.0,EDITORIAL_COMPROMISE,Journal of Ambient Intelligence and Humanized Computing,Springer - Nature Publishing Group
W2889026712,10.1016/j.jaerosci.2018.08.011,2018,6,S150548798,2020-03-09,2020.0,AUTHOR_MISCONDUCT,Journal of Aerosol Science,Elsevier
W2788873221,10.1016/j.geoderma.2018.01.029,2018,2,S201473135,2020-01-20,2020.0,HONEST_ERROR,Geoderma,Elsevier
W3195535803,10.1007/s12517-021-08119-7,2021,2,S38407038,2021-12-16,2021.0,AUTHOR_MISCONDUCT,Arabian Journal of Geosciences,Springer
W2778974701,10.1016/j.molliq.2017.12.136,2017,3,S189140625,2020-03-28,2020.0,AUTHOR_MISCONDUCT,Journal of Molecular Liquids,Elsevier
W3025800235,10.1177/0020720920923306,2020,2,S183582160,2021-12-15,2021.0,AUTHOR_MISCONDUCT,International Journal of Electrical Engineering & Education,SAGE Publications
W2904535809,10.1088/1742-6596/1114/1/012100,2018,4,S4210187594,2018-12-12,2018.0,EDITORIAL_COMPROMISE,Journal of Physics: Conference Series,IOP Publishing
W2904190233,10.1088/1742-6596/1114/1/012013,2018,4,S4210187594,2018-12-12,2018.0,EDITORIAL_COMPROMISE,Journal of Physics: Conference Series,IOP Publishing
W3138653173,10.1016/j.compstruct.2021.113852,2021,3,S52363224,2021-05-13,2021.0,HONEST_ERROR,Composite Structures,Elsevier
W4224212160,10.1177/09544119221090725,2022,2,S4210192194,2022-10-13,2022.0,AUTHOR_MISCONDUCT,"Proceedings of the Institution of Mechanical Engineers. Part H, Journal of Engineering in Medicine",SAGE Publications
W2491905021,10.1163/9789004322868_016,2016,1,,2020-08-05,2020.0,UNCONFIRMED_CONCERNS,Dead Sea Scrolls Fragments in the Museum Collection,Brill
W2261372200,10.1016/j.conengprac.2016.02.001,2016,1,S105928092,2022-02-10,2022.0,AUTHOR_MISCONDUCT,Control Engineering Practice,Elsevier
W2287485778,10.5334/dsj-2016-005,2016,3,S62969111,2016-09-02,2016.0,ETHICS_VIOLATION,Data Science Journal,Ubiquity Press
W2940510244,10.5070/p2cjpp11343535,2019,2,S56288242,2020-06-22,2020.0,AUTHOR_MISCONDUCT,California Journal of Politics & Policy,University of California-Berkeley
W2790841074,10.1016/j.cropro.2018.02.016,2018,4,S98430239,2018-06-01,2018.0,EDITORIAL_COMPROMISE,Crop Protection,Elsevier
W2474832004,10.18454/irj.2016.48.218,2016,1,S7407052515,2018-03-01,2018.0,AUTHOR_MISCONDUCT,International Research Journal (Международный Научно-Исследовательский Журнал),Individual entrepreneur Marina Vladimirovna Sokolova (Yekaterinburg) (Индивидуальный предприниматель Соколова Марина Владимировна (Екатеринбург))
W2339298762,10.1007/s40840-016-0367-6,2016,3,S2488590709,2017-07-01,2017.0,HONEST_ERROR,Bulletin of the Malaysian Mathematical Sciences Society,Springer
W36540985,10.1007/s00104-010-2008-1,2010,1,S4210225164,2019-01-01,2019.0,UNCONFIRMED_CONCERNS,Der Chirurg,Springer
W2748028300,10.1021/jacs.7b06847,2017,3,S111155417,2020-11-20,2020.0,AUTHOR_MISCONDUCT,Journal of the American Chemical Society,American Chemical Society (ACS)
W3208340349,10.1007/s10623-021-00947-8,2021,3,S81616010,2022-10-11,2022.0,HONEST_ERROR,"Designs, Codes and Cryptography",Springer
W2792504908,10.1016/j.gsf.2018.01.008,2018,1,S2764860519,2020-04-08,2020.0,AUTHOR_MISCONDUCT,Geoscience Frontiers,Elsevier
W3213897727,10.1016/j.tsc.2021.100974,2021,1,S42886211,2022-10-02,2022.0,EDITORIAL_COMPROMISE,Thinking Skills and Creativity,Elsevier
W2980578650,10.1134/s0032946019030086,2019,1,S172430362,2021-01-27,2021.0,HONEST_ERROR,Problems of Information Transmission,Springer
W2622975134,10.1016/j.ijheatmasstransfer.2017.05.130,2017,2,S90999920,2019-12-23,2019.0,AUTHOR_MISCONDUCT,International Journal of Heat and Mass Transfer,Elsevier
W3215444746,10.1007/s12517-021-08117-9,2021,1,S38407038,2021-11-03,2021.0,AUTHOR_MISCONDUCT,Arabian Journal of Geosciences,Springer
W2899361532,10.1080/08039488.2018.1525640,2018,1,S63111534,2021-05-31,2021.0,EDITORIAL_COMPROMISE,Nordic Journal of Psychiatry,Taylor and Francis
W2742934011,10.12659/msm.906027,2017,7,S156858864,2018-07-02,2018.0,AUTHOR_MISCONDUCT,Medical Science Monitor: International Medical Journal of Experimental and Clinical Research,"International Scientific Information, Inc"
W3209861779,10.1080/20430795.2021.1990834,2021,7,S4210206470,2022-03-14,2022.0,AUTHOR_MISCONDUCT,Journal of Sustainable Finance & Investment,Taylor and Francis
W3121228540,10.1007/978-981-15-7234-0_83,2020,4,S2764905038,2021-04-27,2021.0,AUTHOR_MISCONDUCT,"Proceedings of International Conference on Recent Trends in Machine Learning, IoT, Smart Cities and Applications",Springer
W3194247678,10.1007/s00779-021-01632-2,2021,1,S58126648,2021-12-01,2021.0,AUTHOR_MISCONDUCT,Personal and Ubiquitous Computing,Springer
W3196246296,10.1145/3465631.3465852,2021,1,,2022-02-24,2022.0,EDITORIAL_COMPROMISE,ICIMTECH 21: The Sixth International Conference on Information Management and Technology,Association for Computing Machinery (ACM)
W2901270581,10.1109/temc.2017.2698829,2017,7,S163644703,2017-12-01,2017.0,EDITORIAL_COMPROMISE,IEEE Transactions on Electromagnetic Compatibility,IEEE: Institute of Electrical and Electronics Engineers
W2134901380,10.1097/00000542-199109000-00008,1991,6,S124035732,2015-08-01,2015.0,AUTHOR_MISCONDUCT,Anesthesiology,Wolters Kluwer
W3098026754,10.1111/pace.14118,2020,28,S128634829,2020-11-15,2020.0,HONEST_ERROR,Pacing and Clinical Electrophysiology (PACE),Wiley
W2753217870,10.1016/j.clinph.2017.06.073,2017,5,S38337076,2018-05-02,2018.0,EDITORIAL_COMPROMISE,Clinical Neurophysiology,Elsevier
W3135990262,10.1007/s10854-021-05595-1,2021,3,S189509794,2022-11-09,2022.0,HONEST_ERROR,Journal of Materials Science: Materials in Electronics,Springer
W2808275038,10.1016/j.energy.2018.06.048,2018,8,S2497375143,2019-11-01,2019.0,HONEST_ERROR,Energy,Elsevier
W2080515206,10.2174/138920101606150407114407,2015,11,S6052435,2019-11-01,2019.0,UNCONFIRMED_CONCERNS,Current Pharmaceutical Biotechnology,Bentham Science Publishers
W3164523152,10.1007/s11277-021-08570-5,2021,6,S49967189,2022-12-06,2022.0,EDITORIAL_COMPROMISE,Wireless Personal Communications,Springer
W2884598860,10.3892/ijmm.2017.3166,2017,5,S192722082,2018-03-14,2018.0,AUTHOR_MISCONDUCT,International Journal of Molecular Medicine,Spandidos
W3194212370,10.1007/s12517-021-08075-2,2021,1,S38407038,2021-11-03,2021.0,AUTHOR_MISCONDUCT,Arabian Journal of Geosciences,Springer
W3195312025,10.1145/3465631.3465836,2021,1,,2022-02-24,2022.0,EDITORIAL_COMPROMISE,ICIMTECH 21: The Sixth International Conference on Information Management and Technology,Association for Computing Machinery (ACM)
W2517558899,10.1016/j.ccr.2016.08.005,2016,1,S117186765,2020-10-30,2020.0,AUTHOR_MISCONDUCT,Coordination Chemistry Reviews,Elsevier
W2329613091,10.1515/tmj-2015-0011,2015,2,S2764919115,2015-09-21,2015.0,AUTHOR_MISCONDUCT,Tbilisi Mathematical Journal,De Gruyter
W3024590997,10.1080/08982104.2020.1768111,2020,5,S158583779,2022-06-14,2022.0,AUTHOR_MISCONDUCT,Journal of Liposome Research,Taylor and Francis
W2790352241,10.1109/temc.2018.2792310,2018,3,S163644703,2018-08-01,2018.0,EDITORIAL_COMPROMISE,IEEE Transactions on Electromagnetic Compatibility,IEEE: Institute of Electrical and Electronics Engineers
W3089010924,10.1007/s11665-015-1590-2,2015,5,S70681891,2017-03-10,2017.0,AUTHOR_MISCONDUCT,Journal of Materials Engineering and Performance,Springer
W2520739519,10.1109/fcs.2016.7563581,2016,4,,2016-09-12,2016.0,AUTHOR_MISCONDUCT,2016 IEEE International Frequency Control Symposium (IFCS),IEEE: Institute of Electrical and Electronics Engineers
W3213273610,10.1007/s11051-020-04975-8,2020,1,S194298869,2021-08-18,2021.0,EDITORIAL_COMPROMISE,Journal of Nanoparticle Research,Springer
W2789323148,10.1007/s11042-018-5733-y,2018,1,S110206669,2019-06-01,2019.0,EDITORIAL_COMPROMISE,Multimedia Tools and Applications,Springer
W2796436963,10.1213/00000539-199911000-00009,1999,6,S104698359,2020-11-01,2020.0,AUTHOR_MISCONDUCT,Anesthesia & Analgesia,Wolters Kluwer - Lippincott Williams & Wilkins
W2891682912,10.1080/14782804.2018.1541673,2018,1,S62730910,2019-01-28,2019.0,EDITORIAL_COMPROMISE,Journal of Contemporary European Studies,Taylor and Francis
W1974747369,10.12659/msm.882910,2012,7,S156858864,2022-07-27,2022.0,HONEST_ERROR,Medical Science Monitor: International Medical Journal of Experimental and Clinical Research,"International Scientific Information, Inc"
W3006867069,10.1080/1206212x.2020.1727659,2020,5,S87797848,2021-11-01,2021.0,EDITORIAL_COMPROMISE,International Journal of Computers and Applications,Taylor and Francis
W3212835135,10.1080/02604027.2021.1976034,2021,1,S181570331,2022-03-21,2022.0,AUTHOR_MISCONDUCT,World Futures,Taylor and Francis
W2769524775,10.1007/s10586-017-1334-1,2017,4,S106148199,2022-12-28,2022.0,EDITORIAL_COMPROMISE,Cluster Computing,Springer
W2109422720,10.3109/10428194.2012.754888,2012,11,S27064115,2020-07-14,2020.0,AUTHOR_MISCONDUCT,Leukemia & Lymphoma,Taylor and Francis
W2024213639,10.1016/j.fuel.2013.06.003,2013,1,S164770093,2015-03-15,2015.0,AUTHOR_MISCONDUCT,Fuel,Elsevier
W1563491322,10.1007/978-3-540-68017-8_134,2007,2,S4210169992,2017-11-25,2017.0,AUTHOR_MISCONDUCT,3rd Kuala Lumpur International Conference on Biomedical Engineering,Springer
